member_id,full_name,gender,date_of_birth,city,city_tier,state,occupation,marital_status,gym_branch_id,join_date,membership_type,referral_source,preferred_workout_time,has_personal_trainer,primary_goal,signup_channel
MBR-009053,Kavya Menon,Female,26-12-1990,Visakhapatnam,Tier2,Andhra Pradesh,Govt Employee,Married,BR-024,2025/01/26,Basic,Walk-in,Afternoon,False,Weight Loss,Website
MBR-004939,Vikram Rana,Male,27-02-2004,Chennai,Tier1,Tamil Nadu,Student,Single,BR-002,2023/03/09,PT-Combo,Walk-in,Early Morning (5-7am),True,Sports Training,In-person
MBR-003773,Rushabh Patel,Male,04-12-1997,Pune,Tier1,Maharashtra,Business Owner,Single,BR-027,24-12-2021,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,Website
MBR-002038,Puneet Dhawan,Male,08-02-1994,Delhi,Tier1,Delhi,Business Owner,Married,BR-028,2025/09/09,Basic,Instagram Ad,Morning,False,Weight Loss,In-person
MBR-002652,Priya Sharma,Female,1980/02/07,Indore,Tier2,Madhya Pradesh,Salaried-IT,Other,BR-018,10-06-2025,Standard,Instagram Ad,Afternoon,False,Muscle Gain,App
MBR-005623,Revathi Pillai,Female,2005/11/24,Chennai,Tier1,Tamil Nadu,Student,Single,BR-002,13-02-2024,Basic,Instagram Ad,Evening (6-9pm),True,Sports Training,Website
MBR-009386,Radha Shetty,Female,28-09-1990,Visakhapatnam,Tier2,Andhra Pradesh,Salaried-Non IT,Married,BR-024,2021/06/21,Premium,Walk-in,Morning,False,Muscle Gain,App
MBR-011502,Prasad Krishnan,Male,26-08-1989,Visakhapatnam,Tier2,Andhra Pradesh,Salaried-Non IT,Married,BR-024,2024/01/17,PT-Combo,Walk-in,Evening (6-9pm),True,Sports Training,In-person
MBR-012427,Uma Murthy,Female,01-07-1977,Hyderabad,Tier1,Telangana,Student,Married,BR-034,15-09-2024,Basic,Walk-in,Evening (6-9pm),False,Sports Training,In-person
MBR-016707,Anjali Arora,Female,,Bhopal,Tier2,Madhya Pradesh,Govt Employee,Married,BR-034,21-01-2024,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,In-person
MBR-008732,Kishore Venkataraman,Male,09-07-1997,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,2021/07/26,Standard,Justdial,Morning,False,Muscle Gain,In-person
MBR-014645,Deepika Mehta,Female,27-07-2008,Mumbai,Tier1,Maharashtra,Freelancer,Married,BR-039,20-04-2025,PT-Combo,Justdial,Afternoon,True,Sports Training,In-person
MBR-002934,Harsh Sethi,Male,11-01-1998,Delhi,Tier1,Delhi,Business Owner,Single,BR-018,26-11-2024,Premium,Corporate Tie-up,Early Morning (5-7am),False,General Fitness,In-person
MBR-004032,Manish Sethi,Male,05-10-1994,Delhi,Tier1,Delhi,Salaried-IT,Married,BR-005,2023/09/20,Basic,Justdial,Evening (6-9pm),False,Sports Training,In-person
MBR-009592,Kunal Sethi,Male,1995/01/22,Delhi,Tier1,Delhi,Salaried-Non IT,Married,BR-005,2024/07/13,PT-Combo,Justdial,Late Night,True,Muscle Gain,Website
MBR-016981,Parth Bhatt,Male,22-11-1999,Pune,Tier1,Maharashtra,Govt Employee,Single,BR-038,02-11-2022,Premium,Walk-in,Evening (6-9pm),True,General Fitness,In-person
MBR-002040,Anita Dhawan,Female,26-11-1997,Lucknow,Tier2,Uttar Pradesh,Govt Employee,Other,BR-040,09-10-2024,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,In-person
MBR-010915,Yash Anand,Male,08-12-2008,Gurgaon,Tier1,Haryana,Student,Single,BR-009,2024/08/26,Premium,Friend Referral,Early Morning (5-7am),False,General Fitness,Website
MBR-015575,Chirag Bhatt,Male,03-11-1994,Pune,Tier1,Maharashtra,Freelancer,Single,BR-038,2024/09/13,Premium,Corporate Tie-up,Late Night,False,General Fitness,App
MBR-000843,Srinivas Subramaniam,Male,1995/03/19,Hyderabad,Tier1,Telangana,Govt Employee,Single,BR-011,15-10-2023,Premium,Justdial,Late Night,True,General Fitness,Website
MBR-003587,Rahul Arora,Male,1995/04/21,Delhi,Tier1,Delhi,Salaried-Non IT,Single,BR-005,2023/11/14,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-008954,Debojit Pal,Male,1996/01/16,Gurugram,Tier1,Haryana,Salaried-Non IT,Single,BR-037,2024/03/24,Basic,Friend Referral,Morning,False,Muscle Gain,App
MBR-013512,Siddharth Arora,Male,1993/07/17,Delhi,Tier1,Delhi,Govt Employee,Married,BR-018,2024/07/17,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-005047,Neha Gaikwad,Female,03-11-2003,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-039,10-02-2025,Basic,Walk-in,Early Morning (5-7am),False,Muscle Gain,App
MBR-000581,Mihir Shah,Male,2001/08/17,Pune,Tier1,Maharashtra,Salaried-Non IT,Single,BR-035,26-03-2022,PT-Combo,Friend Referral,Early Morning (5-7am),True,Muscle Gain,In-person
MBR-009522,Tejas Naik,Male,12-05-2005,Pune,Tier1,Maharashtra,Student,Single,BR-038,2025/01/17,Standard,Justdial,Early Morning (5-7am),False,Muscle Gain,App
MBR-015185,Kavya Raman,Female,15-12-1999,Mysore,Tier3,Karnataka,Salaried-Non IT,Single,BR-029,2025/09/14,Basic,Justdial,Morning,False,Muscle Gain,In-person
MBR-006843,Praveen Raman,Male,2002/01/28,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Single,BR-014,24-08-2025,Basic,Instagram Ad,Early Morning (5-7am),False,Weight Loss,App
MBR-003134,Rohan Mehta,Male,1996/11/20,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,08-01-2023,Premium,Walk-in,Evening (6-9pm),True,Weight Loss,In-person
MBR-003447,Kiran Rana,Female,2007/10/18,Mumbai,Tier1,Maharashtra,Student,Married,BR-026,2025/04/04,Premium,Friend Referral,Afternoon,True,Sports Training,App
MBR-008525,Divya Mishra,Female,1971/05/27,Indore,Tier2,Madhya Pradesh,Homemaker,Other,BR-018,2023/12/01,Basic,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,App
MBR-017496,Nandini Saha,Female,28-07-2001,Chennai,Tier1,Tamil Nadu,Salaried-IT,Single,BR-010,2022/10/01,Basic,Friend Referral,Morning,False,General Fitness,In-person
MBR-000390,Omkar Shah,Male,1993/07/06,Visakhapatnam,Tier2,Andhra Pradesh,Govt Employee,Single,BR-024,2023/01/10,PT-Combo,Walk-in,Afternoon,True,Weight Loss,App
MBR-001048,Shreya Khurana,Female,03-01-1998,Amritsar,Tier3,Punjab,Salaried-IT,Single,BR-026,22-01-2025,Basic,Justdial,Afternoon,False,General Fitness,App
MBR-009885,Amit Shah,Male,14-08-1984,Vadodara,Tier2,Gujarat,Freelancer,Married,BR-003,08-07-2022,Basic,Instagram Ad,Late Night,False,Weight Loss,Website
MBR-002398,Sanjay Aggarwal,Male,1997/02/24,Chandigarh,Tier2,Punjab,Govt Employee,Single,BR-008,2021/11/04,Basic,Walk-in,Early Morning (5-7am),False,Muscle Gain,In-person
MBR-000718,Suresh Sethi,Male,1995/04/09,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,2021/02/23,Basic,Walk-in,Evening (6-9pm),False,General Fitness,App
MBR-003086,Harsh Grover,Male,08-10-2001,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-030,2022/01/11,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,In-person
MBR-016226,Pratik Naik,Male,28-04-1996,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Other,BR-026,2025/06/04,Standard,Walk-in,Morning,False,Muscle Gain,Website
MBR-010709,Ashok Saha,Male,1998/07/12,Bangalore,Tier1,Karnataka,Freelancer,Married,BR-033,2023/01/26,Standard,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person
MBR-000410,Mohit Gupta,Male,24-10-1997,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-039,2022/12/07,Standard,Justdial,Early Morning (5-7am),False,General Fitness,App
MBR-002248,Nisha Anand,Female,13-04-2008,Delhi,Tier1,Delhi,Student,Single,BR-028,2025/05/16,Premium,Friend Referral,Evening (6-9pm),True,Muscle Gain,App
MBR-006086,Kunal Dhawan,Male,07-10-2004,Chandigarh,Tier2,Punjab,Student,Single,BR-008,2021/01/15,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,App
MBR-016392,Vivek Verma,Male,1991/03/04,Surat,Tier2,Gujarat,Salaried-Non IT,Single,BR-031,2024/01/17,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,App
MBR-009197,Varun Bhalla,Male,28-11-1993,Delhi,Tier1,Delhi,Business Owner,Single,BR-005,13-05-2022,Basic,Instagram Ad,Morning,True,Muscle Gain,Website
MBR-004446,Pooja Arora,Female,13-05-1993,Jalandhar,Tier2,Punjab,Freelancer,Single,BR-007,12-01-2022,PT-Combo,Walk-in,Evening (6-9pm),True,General Fitness,App
MBR-003394,Sourav Saha,Male,2004/11/25,Mumbai,Tier1,Maharashtra,Student,Single,BR-016,2021/01/08,Premium,Aggregator App,Evening (6-9pm),True,Rehab,App
MBR-007129,Naveen Gowda,Male,03-01-2003,Mysore,Tier3,Karnataka,Student,Single,BR-029,23-01-2025,Basic,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person
MBR-007099,Jayesh Naik,Male,1991/09/10,Bangalore,Tier1,Karnataka,Salaried-IT,Single,BR-033,08-01-2021,Premium,Justdial,Morning,False,Weight Loss,In-person
MBR-003253,Ankit Bhatia,Male,1998/02/11,Gurugram,Tier1,Haryana,Salaried-IT,Married,BR-037,23-09-2022,Standard,Justdial,Afternoon,False,Weight Loss,In-person
MBR-006369,Suresh Sethi,Male,1985/09/17,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-036,17-02-2024,Basic,Walk-in,Morning,False,Muscle Gain,App
MBR-011501,Arindam Chakraborty,Male,24-03-1996,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Single,BR-019,05-01-2023,PT-Combo,Instagram Ad,Early Morning (5-7am),True,Pre-Wedding Prep,In-person
MBR-010996,Mohit Dhawan,Male,1984/11/20,Indore,Tier2,Madhya Pradesh,Homemaker,Married,BR-018,26-02-2021,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,App
MBR-002832,Shreya Dhawan,Female,,Delhi,Tier1,Delhi,Business Owner,Married,BR-018,20-10-2024,Premium,Instagram Ad,Evening (6-9pm),False,Weight Loss,Website
MBR-015007,Santhosh Balan,Male,09-03-2009,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-014,08-07-2025,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,App
MBR-004517,Sathish Naidu,Male,14-11-1998,Chennai,Tier1,Tamil Nadu,Business Owner,Single,BR-010,2024/09/16,Premium,Instagram Ad,Late Night,False,Weight Loss,App
MBR-005085,Naveen Iyengar,Male,14-01-1998,Hyderabad,Tier1,Telangana,Salaried-IT,Single,BR-034,2024/01/07,Standard,Walk-in,Morning,False,Weight Loss,App
MBR-012653,Rajat Sharma,Male,2002/06/16,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-030,15-03-2021,Basic,Walk-in,Evening (6-9pm),False,Muscle Gain,Website
MBR-011870,Santhosh Venkataraman,Male,27-01-1971,Amritsar,Tier3,Punjab,Salaried-Non IT,Married,BR-026,10-02-2021,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person
MBR-009096,Manish Grover,Male,09-12-2007,Lucknow,Tier2,Uttar Pradesh,Salaried-IT,Single,BR-004,2024/10/21,Standard,Justdial,Evening (6-9pm),False,Weight Loss,App
MBR-004918,Gaurav Khurana,Male,1976/04/11,Jaipur,Tier2,Rajasthan,Govt Employee,Single,BR-013,25-08-2024,Basic,Corporate Tie-up,Morning,False,Weight Loss,In-person
MBR-014619,Swathi Reddy,Female,10-09-2004,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,19-01-2025,Basic,Walk-in,Early Morning (5-7am),False,Weight Loss,In-person
MBR-011331,Arjun Balan,Male,1999/02/04,Nagpur,Tier1,Maharashtra,Business Owner,Married,BR-025,2023/01/01,Premium,Friend Referral,Morning,False,Muscle Gain,In-person
MBR-017494,Debojit Banerjee,Male,20-11-1996,Bengaluru,Tier1,Karnataka,Freelancer,Married,BR-033,08-07-2025,Standard,Walk-in,Late Night,False,Weight Loss,In-person
MBR-003646,Vishal Naik,Male,18-07-1994,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-036,2021/07/05,Standard,Walk-in,Early Morning (5-7am),False,Muscle Gain,App
MBR-003222,Puneet Chopra,Male,1990/11/14,Gurugram,Tier1,Haryana,Business Owner,Married,BR-009,20-02-2021,Premium,Walk-in,Evening (6-9pm),False,General Fitness,In-person
MBR-010987,Nithya Varma,Female,20-08-2003,Jalandhar,Tier2,Punjab,Student,Single,BR-007,2024/12/19,Basic,Friend Referral,Evening (6-9pm),False,Sports Training,In-person
MBR-012761,Rituparna Saha,Female,1994/09/19,Kolkata,Tier1,West Bengal,Student,Single,BR-017,08-11-2022,Premium,Instagram Ad,Afternoon,False,Weight Loss,In-person
MBR-015986,Aryan Mishra,Male,2002/04/22,Gurgaon,Tier1,Haryana,Govt Employee,Single,BR-037,20-09-2025,Basic,Instagram Ad,Morning,False,General Fitness,In-person
MBR-000657,Sameer Desai,Male,1996/06/08,Coimbatore,Tier2,Tamil Nadu,Salaried-IT,Single,BR-019,2025/04/08,Premium,Walk-in,Evening (6-9pm),False,General Fitness,App
MBR-015508,Ravi Shetty,Male,1991/11/10,Bangalore,Tier1,Karnataka,Salaried-Non IT,Married,BR-033,01-07-2023,Basic,Walk-in,Late Night,False,General Fitness,In-person
MBR-006030,Sneha Rane,Female,2006/05/08,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-016,2024/02/26,Premium,Walk-in,Afternoon,False,Weight Loss,App
MBR-002236,Prasad Gowda,Male,2006/01/14,Chennai,Tier1,Tamil Nadu,Student,Single,BR-002,2024/02/09,Premium,Friend Referral,Evening (6-9pm),True,Weight Loss,In-person
MBR-000555,Anitha Venkataraman,Female,1987/07/16,Bangalore,Tier1,Karnataka,Salaried-IT,Single,BR-033,2023/08/08,Standard,Walk-in,Evening (6-9pm),False,General Fitness,App
MBR-005828,Biswajit Saha,Male,28-12-1997,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-016,24-01-2025,Premium,Aggregator App,Early Morning (5-7am),False,Sports Training,App
MBR-006552,Sunita Sharma,Female,17-09-1998,Amritsar,Tier3,Punjab,Student,Single,BR-026,2021/10/27,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,In-person
MBR-007364,Deepa Venkataraman,Female,2005/09/15,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,2022/02/09,Standard,Friend Referral,Early Morning (5-7am),False,Muscle Gain,App
MBR-011752,Abhijit Trivedi,Male,01-10-2004,Chandigarh,Tier2,Punjab,Salaried-IT,Single,BR-008,2024/01/14,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person
MBR-008058,Aditya Gaikwad,Male,1999/04/23,Hyderabad,Tier1,Telangana,Business Owner,Single,BR-034,2022/01/05,Premium,Walk-in,Evening (6-9pm),True,Muscle Gain,Website
MBR-000027,Aditya Chauhan,Male,2003/05/08,Delhi,Tier1,Delhi,Freelancer,Single,BR-005,27-06-2024,PT-Combo,Walk-in,Evening (6-9pm),True,Rehab,Website
MBR-002140,Rutuja Patel,Female,14-02-2003,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-018,2022/03/10,Basic,Instagram Ad,Morning,False,Muscle Gain,App
MBR-011560,Radhika Aggarwal,Female,05-02-1996,Chandigarh,Tier2,Punjab,Homemaker,Single,BR-008,02-10-2023,Basic,Instagram Ad,Early Morning (5-7am),False,Muscle Gain,In-person
MBR-017097,Rajat Aggarwal,Male,1992/12/23,Amritsar,Tier3,Punjab,Salaried-IT,Single,BR-026,12-08-2023,Basic,Walk-in,Morning,False,Weight Loss,Website
MBR-002255,Manoj Iyer,Male,25-06-1997,Hyderabad,Tier1,Telangana,Homemaker,Married,BR-022,2025/02/18,PT-Combo,Instagram Ad,Evening (6-9pm),True,General Fitness,Website
MBR-017165,Gaurav Sharma,Male,1998/04/10,Delhi,Tier1,Delhi,Business Owner,Married,BR-028,2022/11/09,Premium,Walk-in,Afternoon,False,General Fitness,In-person
MBR-014172,Puneet Bhalla,Male,28-06-1996,Chandigarh,Tier2,Punjab,Salaried-Non IT,Married,BR-008,2024/02/12,Basic,Walk-in,Evening (6-9pm),False,Sports Training,In-person
MBR-005862,Mou Pal,Female,2005/12/02,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,2023/05/27,PT-Combo,Friend Referral,Evening (6-9pm),True,Weight Loss,App
MBR-004871,Sneha Bhatt,Female,1997/07/13,Vadodara,Tier2,Gujarat,Salaried-IT,Single,BR-003,10-04-2022,Premium,Justdial,Early Morning (5-7am),False,Weight Loss,App
MBR-007174,Deepika Anand,Female,1992/08/13,Mumbai,Tier1,Maharashtra,Homemaker,Other,BR-026,14-02-2021,Basic,Instagram Ad,Evening (6-9pm),False,General Fitness,App
MBR-005532,Sudip Dutta,Male,07-09-1975,Bhopal,Tier2,Madhya Pradesh,Homemaker,Married,BR-034,2021/01/27,Premium,Friend Referral,Afternoon,False,General Fitness,Website
MBR-014903,Rajat Verma,Male,1996/02/05,Pune,Tier1,Maharashtra,Salaried-Non IT,Single,BR-035,09-09-2023,Premium,Instagram Ad,Afternoon,False,Weight Loss,In-person
MBR-013413,Balaji Murthy,Male,25-08-2000,Bangalore,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,13-05-2024,Premium,Friend Referral,Evening (6-9pm),False,Sports Training,In-person
MBR-013587,Divya Gowda,Female,16-05-1995,Pune,Tier1,Maharashtra,Govt Employee,Other,BR-027,21-11-2024,Premium,Friend Referral,Morning,False,Pre-Wedding Prep,Website
MBR-009245,Abhishek Pal,Male,1996/04/24,Delhi,Tier1,Delhi,Govt Employee,Married,BR-018,2022/11/23,Standard,Friend Referral,Evening (6-9pm),True,Muscle Gain,In-person
MBR-006182,Vishal Save,Male,2004/06/01,Mumbai,Tier1,Maharashtra,Student,Single,BR-026,2022/11/08,Premium,Justdial,Morning,False,General Fitness,In-person
MBR-010394,Rajesh Singh,Male,1997/09/10,Pune,Tier1,Maharashtra,Salaried-IT,Married,BR-038,2025/01/20,Premium,Corporate Tie-up,Morning,False,Weight Loss,App
MBR-014862,Nikhil Kulkarni,Male,1974/12/08,Vadodara,Tier2,Gujarat,Salaried-Non IT,Married,BR-003,2022/11/15,Basic,Friend Referral,Evening (6-9pm),True,General Fitness,App
MBR-011627,Ganesh Nambiar,Male,20-08-1993,Bengaluru,Tier1,Karnataka,Homemaker,Single,BR-033,06-04-2023,Standard,Aggregator App,Evening (6-9pm),False,Muscle Gain,App
MBR-003789,Naveen Khurana,Male,2002/07/01,Bhopal,Tier2,Madhya Pradesh,Freelancer,Other,BR-034,13-04-2022,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,In-person
MBR-004376,Nishant Mehta,Male,1998/09/03,Gurgaon,Tier1,Haryana,Freelancer,Single,BR-037,15-07-2025,Standard,Corporate Tie-up,Late Night,False,Rehab,In-person
MBR-008320,Vandana Singh,Female,27-04-1971,Delhi,Tier1,Delhi,Govt Employee,Married,BR-018,2022/10/08,Premium,Friend Referral,Evening (6-9pm),False,Muscle Gain,In-person
MBR-012400,Komal Bhosale,Female,08-03-2000,Nagpur,Tier2,Maharashtra,Salaried-Non IT,Single,BR-025,27-03-2025,Basic,Walk-in,Late Night,True,General Fitness,Website
MBR-010750,Anand Gowda ,Male,2004/03/03,Chennai,Tier1,Tamil Nadu,Student,Single,BR-015,21-03-2023,Standard,Corporate Tie-up,Early Morning (5-7am),False,Muscle Gain,Website
MBR-010821,Radhika Sethi,Female,1988/05/16,Gurgaon,Tier1,Haryana,Salaried-Non IT,Married,BR-037,2024/02/17,Standard,Friend Referral,Morning,False,Sports Training,App
MBR-011462,Karan Singh,Male,03-02-1998,Indore,Tier2,Madhya Pradesh,Business Owner,Single,BR-018,2024/07/12,Premium,Corporate Tie-up,Early Morning (5-7am),False,General Fitness,App
MBR-009891,Siddharth  Sethi,Male,25-02-1999,Guwahati,Tier3,Assam,Homemaker,Married,BR-031,02-09-2024,PT-Combo,Instagram Ad,Evening (6-9pm),True,Sports Training,App
MBR-004457,Aishwarya Murthy,Female,1994/01/20,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Married,BR-015,2021/01/04,Premium,Friend Referral,Early Morning (5-7am),False,Sports Training,App
MBR-006788,Deepak Grover,Male,2000/08/06,Delhi,Tier1,Delhi,Salaried-Non IT,Single,BR-018,2025/02/17,Premium,Friend Referral,Morning,False,Weight Loss,Website
MBR-015363,Jyoti Bansal,Female,1998/05/18,Jaipur,Tier2,Rajasthan,Homemaker,Single,BR-013,19-07-2024,Basic,Instagram Ad,Afternoon,False,General Fitness,Website
MBR-016972,Ipsita Bhattacharya,Female,1991/09/20,Kolkata,Tier1,West Bengal,Salaried-Non IT,Single,BR-017,2023/11/24,Premium,Walk-in,Evening (6-9pm),False,Weight Loss,App
MBR-012166,Ramesh Chandran,Male,08-06-1993,Bengaluru,Tier1,Karnataka,Govt Employee,Married,BR-033,28-12-2021,Standard,Aggregator App,Late Night,False,Muscle Gain,In-person
MBR-002124,Anirban Bose,Male,14-04-1985,Gurugram,Tier1,Haryana,Business Owner,Married,BR-037,03-01-2021,Basic,Walk-in,Morning,False,General Fitness,App
MBR-017182,Santhosh Varma,Male,23-09-1997,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Other,BR-016,11-10-2023,Standard,Friend Referral,Evening (6-9pm),False,Sports Training,In-person
MBR-004995, Karthik Achary,Male,1997/01/26,Pune,Tier1,Maharashtra,Freelancer,Single,BR-027,2022/09/19,Premium,Corporate Tie-up,Afternoon,False,Pre-Wedding Prep,App
MBR-012370,Debolina Nag,Female,07-06-2000,Ranchi,Tier3,Jharkhand,Salaried-Non IT,Single,BR-013,13-04-2024,Standard,Friend Referral,Late Night,False,General Fitness,In-person
MBR-004829,Yash Kher,Male,26-04-1984,Chennai,Tier1,Tamil Nadu,Business Owner,Married,BR-002,2022/03/12,Basic,Walk-in,Evening (6-9pm),False,Muscle Gain,App
MBR-006653,Priya Sethi,Female,16-08-2002,Indore,Tier2,Madhya Pradesh,Freelancer,Single,BR-018,2024/10/01,Premium,Friend Referral,Afternoon,False,Weight Loss,App
MBR-012115,Rutuja Bhatt ,Female,17-01-1996,Surat,Tier2,Gujarat,Salaried-Non IT,Married,BR-031,27-04-2025,Standard,Aggregator App,Morning,False,General Fitness,App
MBR-015101,Pooja Balan,Female,2007/12/10,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,23-03-2023,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-003857,Srinivas Achary,Male,05-11-2008,Bangalore,Tier1,Karnataka,Student,Single,BR-033,2025/04/24,Standard,Instagram Ad,Early Morning (5-7am),False,Rehab,Website
MBR-009977,Aryan Sharma,Male,25-01-1998,Indore,Tier2,Madhya Pradesh,Salaried-IT,Single,BR-018,26-10-2022,Premium,Friend Referral,Late Night,False,Weight Loss,Website
MBR-000869,Priya Bhosale,Female,1987/03/12,Ahmedabad,Tier1,Gujarat,Freelancer,Married,BR-038,2021/03/27,Standard,Walk-in,Morning,False,Weight Loss,App
MBR-012977,Karan Arora,Male,,Indore,Tier2,Madhya Pradesh,Business Owner,Married,BR-018,2023/09/15,Premium,Walk-in,Evening (6-9pm),False,Rehab,Website
MBR-003506,Karan Anand,Male,12-10-2000,Bhopal,Tier2,Madhya Pradesh,Freelancer,Single,BR-034,12-05-2024,Standard,Friend Referral,Late Night,False,Muscle Gain,App
MBR-001566,Vignesh Balan,Male,1995/10/06,Mumbai,Tier1,Maharashtra,Govt Employee,Married,BR-029,2023/01/26,Standard,Walk-in,Afternoon,False,Muscle Gain,In-person
MBR-012683,Meena  Bhatia,Female,17-07-1998,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-039,24-11-2023,Basic,Instagram Ad,Evening (6-9pm),False,Muscle Gain,Website
MBR-009719,Sourav Pal,Male,1972/12/13,Kolkata,Tier1,West Bengal,Salaried-Non IT,Married,BR-017,10-09-2023,PT-Combo,Corporate Tie-up,Late Night,True,Sports Training,In-person
MBR-004647,Kavita Sethi,Female,11-12-2001,Jaipur,Tier2,Rajasthan,Salaried-IT,Single,BR-013,08-11-2023,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,In-person
MBR-012838,Anitha Iyengar,Female,1998/03/21,Amritsar,Tier3,Punjab,Student,Single,BR-026,20-08-2022,Premium,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person
MBR-016788,Nisha Kale,Female,2001/01/09,Surat,Tier2,Gujarat,Homemaker,Single,BR-031,04-01-2024,Standard,Friend Referral,Evening (6-9pm),False,General Fitness,App
MBR-000459,Aditya Rana,Male,2001/10/18,Delhi,Tier1,Delhi,Student,Single,BR-005,2021/07/07,Basic,Walk-in,Late Night,False,Weight Loss,App
MBR-001181,Ipsita Mukherjee,Female,1991/12/18,Kolkata,Tier1,West Bengal,Salaried-IT,Married,BR-017,01-01-2021,Premium,Walk-in,Early Morning (5-7am),True,General Fitness,In-person
